ID;FLAG_INTRUSO_DETECTADO;FLAG_IP_EXTRANJERA;MINUTOS_CONEXION;N_CONEXION_U3M
7682;0;1;13;18
7683;0;1;12;11
7684;0;0;10;15
7685;0;1;15;12
7686;0;0;12;10
7687;0;0;10;6
7688;1;1;8;10
7689;0;0;7;13
7690;1;1;11;2
7691;0;0;11;13
7692;1;0;8;15
7693;0;0;10;12
7694;0;0;14;6
7695;0;0;11;12
7696;0;0;8;8
7697;0;1;11;18
7698;1;0;7;10
7699;1;1;8;12
7700;0;0;8;15
7701;0;1;13;11
7702;0;0;14;9
7703;0;0;10;13
7704;0;0;9;7
7705;0;0;10;11
7706;1;1;10;3
7707;0;0;12;5
7708;0;0;14;18
7709;0;0;10;14
7710;0;0;14;1
7711;0;0;8;13
7712;0;1;9;16
7713;0;1;7;11
7714;0;0;15;15
7715;0;0;10;12
7716;1;0;10;18
7717;0;1;15;16
7718;0;0;12;19
7719;0;1;13;3
7720;0;0;15;12
7721;1;1;12;9
7722;0;1;8;18
7723;0;0;12;7
7724;0;0;10;5
7725;0;0;12;13
7726;1;1;10;19
7727;0;1;7;9
7728;0;0;8;6
7729;0;1;14;20
7730;1;1;14;0
7731;1;1;9;7
7732;0;1;8;17
7733;0;0;8;8
7734;0;0;12;14
7735;1;1;13;4
7736;1;0;12;16
7737;1;0;13;6
7738;1;0;8;9
7739;1;1;11;20
7740;0;0;7;15
7741;1;1;11;3
7742;0;0;7;13
7743;1;1;8;13
7744;0;1;13;13
7745;0;0;10;17
7746;1;1;9;14
7747;1;1;9;3
7748;0;0;11;15
7749;1;1;11;11
7750;0;0;7;1
7751;1;0;12;12
7752;0;1;12;3
7753;1;0;9;5
7754;0;0;12;5
7755;0;0;8;2
7756;0;0;12;2
7757;0;1;11;12
7758;0;0;12;5
7759;0;0;12;15
7760;0;1;9;4
7761;0;1;15;15
7762;1;0;13;8
7763;1;1;8;18
7764;0;0;15;13
7765;0;1;10;6
7766;0;0;14;3
7767;0;0;15;11
7768;1;1;7;13
7769;1;1;7;11
7770;1;0;12;6
7771;0;0;13;12
7772;0;0;15;2
7773;0;0;9;10
7774;0;0;12;11
7775;0;0;15;18
7776;0;0;8;14
7777;0;0;14;11
7778;1;1;12;1
7779;0;1;8;5
7780;0;0;11;9
7781;1;1;10;11
7782;0;1;13;18
7783;0;1;12;11
7784;0;0;10;15
7785;0;1;15;12
7786;0;0;12;10
7787;0;0;10;6
7788;1;1;8;10
7789;0;0;7;13
7790;1;1;11;2
7791;0;0;11;13
7792;1;0;8;15
7793;0;0;10;12
7794;0;0;14;6
7795;0;0;11;12
7796;0;0;8;8
7797;0;1;11;18
7798;1;0;7;10
7799;1;1;8;12
7800;0;0;8;15
7801;0;1;13;11
7802;0;0;14;9
7803;0;0;10;13
7804;0;0;9;7
7805;0;0;10;11
7806;1;1;10;3
7807;0;0;12;5
7808;0;0;14;18
7809;0;0;10;14
7810;0;0;14;1
7811;0;0;8;13
7812;0;1;9;16
7813;0;1;7;11
7814;0;0;15;15
7815;0;0;10;12
7816;1;0;10;18
7817;0;1;15;16
7818;0;0;12;19
7819;0;1;13;3
7820;0;0;15;12
7821;1;1;12;9
7822;0;1;8;18
7823;0;0;12;7
7824;0;0;10;5
7825;0;0;12;13
7826;1;1;10;19
7827;0;1;7;9
7828;0;0;8;6
7829;0;1;14;20
7830;1;1;14;0
7831;1;1;9;7
7832;0;1;8;17
7833;0;0;8;8
7834;0;0;12;14
7835;1;1;13;4
7836;1;0;12;16
7837;1;0;13;6
7838;1;0;8;9
7839;1;1;11;20
7840;0;0;7;15
7841;1;1;11;3
7842;0;0;7;13
7843;1;1;8;13
7844;0;1;13;13
7845;0;0;10;17
7846;1;1;9;14
7847;1;1;9;3
7848;0;0;11;15
7849;1;1;11;11
7850;0;0;7;1
7851;1;0;12;12
7852;0;1;12;3
7853;1;0;9;5
7854;0;0;12;5
7855;0;0;8;2
7856;0;0;12;2
7857;0;1;11;12
7858;0;0;12;5
7859;0;0;12;15
7860;0;1;9;4
7861;0;1;15;15
7862;1;0;13;8
7863;1;1;8;18
7864;0;0;15;13
7865;0;1;10;6
7866;0;0;14;3
7867;0;0;15;11
7868;1;1;7;13
7869;1;1;7;11
7870;1;0;12;6
7871;0;0;13;12
7872;0;0;15;2
7873;0;0;9;10
7874;0;0;12;11
7875;0;0;15;18
7876;0;0;8;14
7877;0;0;14;11
7878;1;1;12;1
7879;0;1;8;5
7880;0;0;11;9
7881;1;1;10;11
7882;0;1;13;18
7883;0;1;12;11
7884;0;0;10;15
7885;0;1;15;12
7886;0;0;12;10
7887;0;0;10;6
7888;1;1;8;10
7889;0;0;7;13
7890;1;1;11;2
7891;0;0;11;13
7892;1;0;8;15
7893;0;0;10;12
7894;0;0;14;6
7895;0;0;11;12
7896;0;0;8;8
7897;0;1;11;18
7898;1;0;7;10
7899;1;1;8;12
7900;0;0;8;15
7901;0;1;13;11
7902;0;0;14;9
7903;0;0;10;13
7904;0;0;9;7
7905;0;0;10;11
7906;1;1;10;3
7907;0;0;12;5
7908;0;0;14;18
7909;0;0;10;14
7910;0;0;14;1
7911;0;0;8;13
7912;0;1;9;16
7913;0;1;7;11
7914;0;0;15;15
7915;0;0;10;12
7916;1;0;10;18
7917;0;1;15;16
7918;0;0;12;19
7919;0;1;13;3
7920;0;0;15;12
7921;1;1;12;9
7922;0;1;8;18
7923;0;0;12;7
7924;0;0;10;5
7925;0;0;12;13
7926;1;1;10;19
7927;0;1;7;9
7928;0;0;8;6
7929;0;1;14;20
7930;1;1;14;0
7931;1;1;9;7
7932;0;1;8;17
7933;0;0;8;8
7934;0;0;12;14
7935;1;1;13;4
7936;1;0;12;16
7937;1;0;13;6
7938;1;0;8;9
7939;1;1;11;20
7940;0;0;7;15
7941;1;1;11;3
7942;0;0;7;13
7943;1;1;8;13
7944;0;1;13;13
7945;0;0;10;17
7946;1;1;9;14
7947;1;1;9;3
7948;0;0;11;15
7949;1;1;11;11
7950;0;0;7;1
7951;1;0;12;12
7952;0;1;12;3
7953;1;0;9;5
7954;0;0;12;5
7955;0;0;8;2
7956;0;0;12;2
7957;0;1;11;12
7958;0;0;12;5
7959;0;0;12;15
7960;0;1;9;4
7961;0;1;15;15
7962;1;0;13;8
7963;1;1;8;18
7964;0;0;15;13
7965;0;1;10;6
7966;0;0;14;3
7967;0;0;15;11
7968;1;1;7;13
7969;1;1;7;11
7970;1;0;12;6
7971;0;0;13;12
7972;0;0;15;2
7973;0;0;9;10
7974;0;0;12;11
7975;0;0;15;18
7976;0;0;8;14
7977;0;0;14;11
7978;1;1;12;1
7979;0;1;8;5
7980;0;0;11;9
7981;1;1;10;11
7982;0;1;13;18
7983;0;1;12;11
7984;0;0;10;15
7985;0;1;15;12
7986;0;0;12;10
7987;0;0;10;6
7988;1;1;8;10
7989;0;0;7;13
7990;1;1;11;2
7991;0;0;11;13
7992;1;0;8;15
7993;0;0;10;12
7994;0;0;14;6
7995;0;0;11;12
7996;0;0;8;8
7997;0;1;11;18
7998;1;0;7;10
7999;1;1;8;12
8000;0;0;8;15
8001;0;1;13;11
8002;0;0;14;9
8003;0;0;10;13
8004;0;0;9;7
8005;0;0;10;11
8006;1;1;10;3
8007;0;0;12;5
8008;0;0;14;18
8009;0;0;10;14
8010;0;0;14;1
8011;0;0;8;13
8012;0;1;9;16
8013;0;1;7;11
8014;0;0;15;15
8015;0;0;10;12
8016;1;0;10;18
8017;0;1;15;16
8018;0;0;12;19
8019;0;1;13;3
8020;0;0;15;12
8021;1;1;12;9
8022;0;1;8;18
8023;0;0;12;7
8024;0;0;10;5
8025;0;0;12;13
8026;1;1;10;19
8027;0;1;7;9
8028;0;0;8;6
8029;0;1;14;20
8030;1;1;14;0
8031;1;1;9;7
8032;0;1;8;17
8033;0;0;8;8
8034;0;0;12;14
8035;1;1;13;4
8036;1;0;12;16
8037;1;0;13;6
8038;1;0;8;9
8039;1;1;11;20
8040;0;0;7;15
8041;1;1;11;3
8042;0;0;7;13
8043;1;1;8;13
8044;0;1;13;13
8045;0;0;10;17
8046;1;1;9;14
8047;1;1;9;3
8048;0;0;11;15
8049;1;1;11;11
8050;0;0;7;1
8051;1;0;12;12
8052;0;1;12;3
8053;1;0;9;5
8054;0;0;12;5
8055;0;0;8;2
8056;0;0;12;2
8057;0;1;11;12
8058;0;0;12;5
8059;0;0;12;15
8060;0;1;9;4
8061;0;1;15;15
8062;1;0;13;8
8063;1;1;8;18
8064;0;0;15;13
8065;0;1;10;6
8066;0;0;14;3
8067;0;0;15;11
8068;1;1;7;13
8069;1;1;7;11
8070;1;0;12;6
8071;0;0;13;12
8072;0;0;15;2
8073;0;0;9;10
8074;0;0;12;11
8075;0;0;15;18
8076;0;0;8;14
8077;0;0;14;11
8078;1;1;12;1
8079;0;1;8;5
8080;0;0;11;9
8081;1;1;10;11
8082;0;1;13;18
8083;0;1;12;11
8084;0;0;10;15
8085;0;1;15;12
8086;0;0;12;10
8087;0;0;10;6
8088;1;1;8;10
8089;0;0;7;13
8090;1;1;11;2
8091;0;0;11;13
8092;1;0;8;15
8093;0;0;10;12
8094;0;0;14;6
8095;0;0;11;12
8096;0;0;8;8
8097;0;1;11;18
8098;1;0;7;10
8099;1;1;8;12
8100;0;0;8;15
8101;0;1;13;11
8102;0;0;14;9
8103;0;0;10;13
8104;0;0;9;7
8105;0;0;10;11
8106;1;1;10;3
8107;0;0;12;5
8108;0;0;14;18
8109;0;0;10;14
8110;0;0;14;1
8111;0;0;8;13
8112;0;1;9;16
8113;0;1;7;11
8114;0;0;15;15
8115;0;0;10;12
8116;1;0;10;18
8117;0;1;15;16
8118;0;0;12;19
8119;0;1;13;3
8120;0;0;15;12
8121;1;1;12;9
8122;0;1;8;18
8123;0;0;12;7
8124;0;0;10;5
8125;0;0;12;13
8126;1;1;10;19
8127;0;1;7;9
8128;0;0;8;6
8129;0;1;14;20
8130;1;1;14;0
8131;1;1;9;7
8132;0;1;8;17
8133;0;0;8;8
8134;0;0;12;14
8135;1;1;13;4
8136;1;0;12;16
8137;1;0;13;6
8138;1;0;8;9
8139;1;1;11;20
8140;0;0;7;15
8141;1;1;11;3
8142;0;0;7;13
8143;1;1;8;13
8144;0;1;13;13
8145;0;0;10;17
8146;1;1;9;14
8147;1;1;9;3
8148;0;0;11;15
8149;1;1;11;11
8150;0;0;7;1
8151;1;0;12;12
8152;0;1;12;3
8153;1;0;9;5
8154;0;0;12;5
8155;0;0;8;2
8156;0;0;12;2
8157;0;1;11;12
8158;0;0;12;5
8159;0;0;12;15
8160;0;1;9;4
8161;0;1;15;15
8162;1;0;13;8
8163;1;1;8;18
8164;0;0;15;13
8165;0;1;10;6
8166;0;0;14;3
8167;0;0;15;11
8168;1;1;7;13
8169;1;1;7;11
8170;1;0;12;6
8171;0;0;13;12
8172;0;0;15;2
8173;0;0;9;10
8174;0;0;12;11
8175;0;0;15;18
8176;0;0;8;14
8177;0;0;14;11
8178;1;1;12;1
8179;0;1;8;5
8180;0;0;11;9
8181;1;1;10;11
8182;0;1;13;18
8183;0;1;12;11
8184;0;0;10;15
8185;0;1;15;12
8186;0;0;12;10
8187;0;0;10;6
8188;1;1;8;10
8189;0;0;7;13
8190;1;1;11;2
8191;0;0;11;13
8192;1;0;8;15
8193;0;0;10;12
8194;0;0;14;6
8195;0;0;11;12
8196;0;0;8;8
8197;0;1;11;18
8198;1;0;7;10
8199;1;1;8;12
8200;0;0;8;15
8201;0;1;13;11
8202;0;0;14;9
8203;0;0;10;13
8204;0;0;9;7
8205;0;0;10;11
8206;1;1;10;3
8207;0;0;12;5
8208;0;0;14;18
8209;0;0;10;14
8210;0;0;14;1
8211;0;0;8;13
8212;0;1;9;16
8213;0;1;7;11
8214;0;0;15;15
8215;0;0;10;12
8216;1;0;10;18
8217;0;1;15;16
8218;0;0;12;19
8219;0;1;13;3
8220;0;0;15;12
8221;1;1;12;9
8222;0;1;8;18
8223;0;0;12;7
8224;0;0;10;5
8225;0;0;12;13
8226;1;1;10;19
8227;0;1;7;9
8228;0;0;8;6
8229;0;1;14;20
8230;1;1;14;0
8231;1;1;9;7
8232;0;1;8;17
8233;0;0;8;8
8234;0;0;12;14
8235;1;1;13;4
8236;1;0;12;16
8237;1;0;13;6
8238;1;0;8;9
8239;1;1;11;20
8240;0;0;7;15
8241;1;1;11;3
8242;0;0;7;13
8243;1;1;8;13
8244;0;1;13;13
8245;0;0;10;17
8246;1;1;9;14
8247;1;1;9;3
8248;0;0;11;15
8249;1;1;11;11
8250;0;0;7;1
8251;1;0;12;12
8252;0;1;12;3
8253;1;0;9;5
8254;0;0;12;5
8255;0;0;8;2
8256;0;0;12;2
8257;0;1;11;12
8258;0;0;12;5
8259;0;0;12;15
8260;0;1;9;4
8261;0;1;15;15
8262;1;0;13;8
8263;1;1;8;18
8264;0;0;15;13
8265;0;1;10;6
8266;0;0;14;3
8267;0;0;15;11
8268;1;1;7;13
8269;1;1;7;11
8270;1;0;12;6
8271;0;0;13;12
8272;0;0;15;2
8273;0;0;9;10
8274;0;0;12;11
8275;0;0;15;18
8276;0;0;8;14
8277;0;0;14;11
8278;1;1;12;1
8279;0;1;8;5
8280;0;0;11;9
8281;1;1;10;11
8282;0;1;13;18
8283;0;1;12;11
8284;0;0;10;15
8285;0;1;15;12
8286;0;0;12;10
8287;0;0;10;6
8288;1;1;8;10
8289;0;0;7;13
8290;1;1;11;2
8291;0;0;11;13
8292;1;0;8;15
8293;0;0;10;12
8294;0;0;14;6
8295;0;0;11;12
8296;0;0;8;8
8297;0;1;11;18
8298;1;0;7;10
8299;1;1;8;12
8300;0;0;8;15
8301;0;1;13;11
8302;0;0;14;9
8303;0;0;10;13
8304;0;0;9;7
8305;0;0;10;11
8306;1;1;10;3
8307;0;0;12;5
8308;0;0;14;18
8309;0;0;10;14
8310;0;0;14;1
8311;0;0;8;13
8312;0;1;9;16
8313;0;1;7;11
8314;0;0;15;15
8315;0;0;10;12
8316;1;0;10;18
8317;0;1;15;16
8318;0;0;12;19
8319;0;1;13;3
8320;0;0;15;12
8321;1;1;12;9
8322;0;1;8;18
8323;0;0;12;7
8324;0;0;10;5
8325;0;0;12;13
8326;1;1;10;19
8327;0;1;7;9
8328;0;0;8;6
8329;0;1;14;20
8330;1;1;14;0
8331;1;1;9;7
8332;0;1;8;17
8333;0;0;8;8
8334;0;0;12;14
8335;1;1;13;4
8336;1;0;12;16
8337;1;0;13;6
8338;1;0;8;9
8339;1;1;11;20
8340;0;0;7;15
8341;1;1;11;3
8342;0;0;7;13
8343;1;1;8;13
8344;0;1;13;13
8345;0;0;10;17
8346;1;1;9;14
8347;1;1;9;3
8348;0;0;11;15
8349;1;1;11;11
8350;0;0;7;1
8351;1;0;12;12
8352;0;1;12;3
8353;1;0;9;5
8354;0;0;12;5
8355;0;0;8;2
8356;0;0;12;2
8357;0;1;11;12
8358;0;0;12;5
8359;0;0;12;15
8360;0;1;9;4
8361;0;1;15;15
8362;1;0;13;8
8363;1;1;8;18
8364;0;0;15;13
8365;0;1;10;6
8366;0;0;14;3
8367;0;0;15;11
8368;1;1;7;13
8369;1;1;7;11
8370;1;0;12;6
8371;0;0;13;12
8372;0;0;15;2
8373;0;0;9;10
8374;0;0;12;11
8375;0;0;15;18
8376;0;0;8;14
8377;0;0;14;11
8378;1;1;12;1
8379;0;1;8;5
8380;0;0;11;9
8381;1;1;10;11
8382;0;1;13;18
8383;0;1;12;11
8384;0;0;10;15
8385;0;1;15;12
8386;0;0;12;10
8387;0;0;10;6
8388;1;1;8;10
8389;0;0;7;13
8390;1;1;11;2
8391;0;0;11;13
8392;1;0;8;15
8393;0;0;10;12
8394;0;0;14;6
8395;0;0;11;12
8396;0;0;8;8
8397;0;1;11;18
8398;1;0;7;10
8399;1;1;8;12
8400;0;0;8;15
8401;0;1;13;11
8402;0;0;14;9
8403;0;0;10;13
8404;0;0;9;7
8405;0;0;10;11
8406;1;1;10;3
8407;0;0;12;5
8408;0;0;14;18
8409;0;0;10;14
8410;0;0;14;1
8411;0;0;8;13
8412;0;1;9;16
8413;0;1;7;11
8414;0;0;15;15
8415;0;0;10;12
8416;1;0;10;18
8417;0;1;15;16
8418;0;0;12;19
8419;0;1;13;3
8420;0;0;15;12
8421;1;1;12;9
8422;0;1;8;18
8423;0;0;12;7
8424;0;0;10;5
8425;0;0;12;13
8426;1;1;10;19
8427;0;1;7;9
8428;0;0;8;6
8429;0;1;14;20
8430;1;1;14;0
8431;1;1;9;7
8432;0;1;8;17
8433;0;0;8;8
8434;0;0;12;14
8435;1;1;13;4
8436;1;0;12;16
8437;1;0;13;6
8438;1;0;8;9
8439;1;1;11;20
8440;0;0;7;15
8441;1;1;11;3
8442;0;0;7;13
8443;1;1;8;13
8444;0;1;13;13
8445;0;0;10;17
8446;1;1;9;14
8447;1;1;9;3
8448;0;0;11;15
8449;1;1;11;11
8450;0;0;7;1
8451;1;0;12;12
8452;0;1;12;3
8453;1;0;9;5
8454;0;0;12;5
8455;0;0;8;2
8456;0;0;12;2
8457;0;1;11;12
8458;0;0;12;5
8459;0;0;12;15
8460;0;1;9;4
8461;0;1;15;15
8462;1;0;13;8
8463;1;1;8;18
8464;0;0;15;13
8465;0;1;10;6
8466;0;0;14;3
8467;0;0;15;11
8468;1;1;7;13
8469;1;1;7;11
8470;1;0;12;6
8471;0;0;13;12
8472;0;0;15;2
8473;0;0;9;10
8474;0;0;12;11
8475;0;0;15;18
8476;0;0;8;14
8477;0;0;14;11
8478;1;1;12;1
8479;0;1;8;5
8480;0;0;11;9
8481;1;1;10;11
8482;0;1;13;18
8483;0;1;12;11
8484;0;0;10;15
8485;0;1;15;12
8486;0;0;12;10
8487;0;0;10;6
8488;1;1;8;10
8489;0;0;7;13
8490;1;1;11;2
8491;0;0;11;13
8492;1;0;8;15
8493;0;0;10;12
8494;0;0;14;6
8495;0;0;11;12
8496;0;0;8;8
8497;0;1;11;18
8498;1;0;7;10
8499;1;1;8;12
8500;0;0;8;15
8501;0;1;13;11
8502;0;0;14;9
8503;0;0;10;13
8504;0;0;9;7
8505;0;0;10;11
8506;1;1;10;3
8507;0;0;12;5
8508;0;0;14;18
8509;0;0;10;14
8510;0;0;14;1
8511;0;0;8;13
8512;0;1;9;16
8513;0;1;7;11
8514;0;0;15;15
8515;0;0;10;12
8516;1;0;10;18
8517;0;1;15;16
8518;0;0;12;19
8519;0;1;13;3
8520;0;0;15;12
8521;1;1;12;9
8522;0;1;8;18
8523;0;0;12;7
8524;0;0;10;5
8525;0;0;12;13
8526;1;1;10;19
8527;0;1;7;9
8528;0;0;8;6
8529;0;1;14;20
8530;1;1;14;0
8531;1;1;9;7
8532;0;1;8;17
8533;0;0;8;8
8534;0;0;12;14
8535;1;1;13;4
8536;1;0;12;16
8537;1;0;13;6
8538;1;0;8;9
8539;1;1;11;20
8540;0;0;7;15
8541;1;1;11;3
8542;0;0;7;13
8543;1;1;8;13
8544;0;1;13;13
8545;0;0;10;17
8546;1;1;9;14
8547;1;1;9;3
8548;0;0;11;15
8549;1;1;11;11
8550;0;0;7;1
8551;1;0;12;12
8552;0;1;12;3
8553;1;0;9;5
8554;0;0;12;5
8555;0;0;8;2
8556;0;0;12;2
8557;0;1;11;12
8558;0;0;12;5
8559;0;0;12;15
8560;0;1;9;4
8561;0;1;15;15
8562;1;0;13;8
8563;1;1;8;18
8564;0;0;15;13
8565;0;1;10;6
8566;0;0;14;3
8567;0;0;15;11
8568;1;1;7;13
8569;1;1;7;11
8570;1;0;12;6
8571;0;0;13;12
8572;0;0;15;2
8573;0;0;9;10
8574;0;0;12;11
8575;0;0;15;18
8576;0;0;8;14
8577;0;0;14;11
8578;1;1;12;1
8579;0;1;8;5
8580;0;0;11;9
8581;1;1;10;11
8582;0;1;13;18
8583;0;1;12;11
8584;0;0;10;15
8585;0;1;15;12
8586;0;0;12;10
8587;0;0;10;6
8588;1;1;8;10
8589;0;0;7;13
8590;1;1;11;2
8591;0;0;11;13
8592;1;0;8;15
8593;0;0;10;12
8594;0;0;14;6
8595;0;0;11;12
8596;0;0;8;8
8597;0;1;11;18
8598;1;0;7;10
8599;1;1;8;12
8600;0;0;8;15
8601;0;1;13;11
8602;0;0;14;9
8603;0;0;10;13
8604;0;0;9;7
8605;0;0;10;11
8606;1;1;10;3
8607;0;0;12;5
8608;0;0;14;18
8609;0;0;10;14
8610;0;0;14;1
8611;0;0;8;13
8612;0;1;9;16
8613;0;1;7;11
8614;0;0;15;15
8615;0;0;10;12
8616;1;0;10;18
8617;0;1;15;16
8618;0;0;12;19
8619;0;1;13;3
8620;0;0;15;12
8621;1;1;12;9
8622;0;1;8;18
8623;0;0;12;7
8624;0;0;10;5
8625;0;0;12;13
8626;1;1;10;19
8627;0;1;7;9
8628;0;0;8;6
8629;0;1;14;20
8630;1;1;14;0
8631;1;1;9;7
8632;0;1;8;17
8633;0;0;8;8
8634;0;0;12;14
8635;1;1;13;4
8636;1;0;12;16
8637;1;0;13;6
8638;1;0;8;9
8639;1;1;11;20
8640;0;0;7;15
8641;1;1;11;3
8642;0;0;7;13
8643;1;1;8;13
8644;0;1;13;13
8645;0;0;10;17
8646;1;1;9;14
8647;1;1;9;3
8648;0;0;11;15
8649;1;1;11;11
8650;0;0;7;1
8651;1;0;12;12
8652;0;1;12;3
8653;1;0;9;5
8654;0;0;12;5
8655;0;0;8;2
8656;0;0;12;2
8657;0;1;11;12
8658;0;0;12;5
8659;0;0;12;15
8660;0;1;9;4
8661;0;1;15;15
8662;1;0;13;8
8663;1;1;8;18
8664;0;0;15;13
8665;0;1;10;6
8666;0;0;14;3
8667;0;0;15;11
8668;1;1;7;13
8669;1;1;7;11
8670;1;0;12;6
8671;0;0;13;12
8672;0;0;15;2
8673;0;0;9;10
8674;0;0;12;11
8675;0;0;15;18
8676;0;0;8;14
8677;0;0;14;11
8678;1;1;12;1
8679;0;1;8;5
8680;0;0;11;9
8681;1;1;10;11
8682;0;1;13;18
8683;0;1;12;11
8684;0;0;10;15
8685;0;1;15;12
8686;0;0;12;10
8687;0;0;10;6
8688;1;1;8;10
8689;0;0;7;13
8690;1;1;11;2
8691;0;0;11;13
8692;1;0;8;15
8693;0;0;10;12
8694;0;0;14;6
8695;0;0;11;12
8696;0;0;8;8
8697;0;1;11;18
8698;1;0;7;10
8699;1;1;8;12
8700;0;0;8;15
8701;0;1;13;11
8702;0;0;14;9
8703;0;0;10;13
8704;0;0;9;7
8705;0;0;10;11
8706;1;1;10;3
8707;0;0;12;5
8708;0;0;14;18
8709;0;0;10;14
8710;0;0;14;1
8711;0;0;8;13
8712;0;1;9;16
8713;0;1;7;11
8714;0;0;15;15
8715;0;0;10;12
8716;1;0;10;18
8717;0;1;15;16
8718;0;0;12;19
8719;0;1;13;3
8720;0;0;15;12
8721;1;1;12;9
8722;0;1;8;18
8723;0;0;12;7
8724;0;0;10;5
8725;0;0;12;13
8726;1;1;10;19
8727;0;1;7;9
8728;0;0;8;6
8729;0;1;14;20
8730;1;1;14;0
8731;1;1;9;7
8732;0;1;8;17
8733;0;0;8;8
8734;0;0;12;14
8735;1;1;13;4
8736;1;0;12;16
8737;1;0;13;6
8738;1;0;8;9
8739;1;1;11;20
8740;0;0;7;15
8741;1;1;11;3
8742;0;0;7;13
8743;1;1;8;13
8744;0;1;13;13
8745;0;0;10;17
8746;1;1;9;14
8747;1;1;9;3
8748;0;0;11;15
8749;1;1;11;11
8750;0;0;7;1
8751;1;0;12;12
8752;0;1;12;3
8753;1;0;9;5
8754;0;0;12;5
8755;0;0;8;2
8756;0;0;12;2
8757;0;1;11;12
8758;0;0;12;5
8759;0;0;12;15
8760;0;1;9;4
8761;0;1;15;15
8762;1;0;13;8
8763;1;1;8;18
8764;0;0;15;13
8765;0;1;10;6
8766;0;0;14;3
8767;0;0;15;11
8768;1;1;7;13
8769;1;1;7;11
8770;1;0;12;6
8771;0;0;13;12
8772;0;0;15;2
8773;0;0;9;10
8774;0;0;12;11
8775;0;0;15;18
8776;0;0;8;14
8777;0;0;14;11
8778;1;1;12;1
8779;0;1;8;5
8780;0;0;11;9
8781;1;1;10;11
8782;0;1;13;18
8783;0;1;12;11
8784;0;0;10;15
8785;0;1;15;12
8786;0;0;12;10
8787;0;0;10;6
8788;1;1;8;10
8789;0;0;7;13
8790;1;1;11;2
8791;0;0;11;13
8792;1;0;8;15
8793;0;0;10;12
8794;0;0;14;6
8795;0;0;11;12
8796;0;0;8;8
8797;0;1;11;18
8798;1;0;7;10
8799;1;1;8;12
8800;0;0;8;15
8801;0;1;13;11
8802;0;0;14;9
8803;0;0;10;13
8804;0;0;9;7
8805;0;0;10;11
8806;1;1;10;3
8807;0;0;12;5
8808;0;0;14;18
8809;0;0;10;14
8810;0;0;14;1
8811;0;0;8;13
8812;0;1;9;16
8813;0;1;7;11
8814;0;0;15;15
8815;0;0;10;12
8816;1;0;10;18
8817;0;1;15;16
8818;0;0;12;19
8819;0;1;13;3
8820;0;0;15;12
8821;1;1;12;9
8822;0;1;8;18
8823;0;0;12;7
8824;0;0;10;5
8825;0;0;12;13
8826;1;1;10;19
8827;0;1;7;9
8828;0;0;8;6
8829;0;1;14;20
8830;1;1;14;0
8831;1;1;9;7
8832;0;1;8;17
8833;0;0;8;8
8834;0;0;12;14
8835;1;1;13;4
8836;1;0;12;16
8837;1;0;13;6
8838;1;0;8;9
8839;1;1;11;20
8840;0;0;7;15
8841;1;1;11;3
8842;0;0;7;13
8843;1;1;8;13
8844;0;1;13;13
8845;0;0;10;17
8846;1;1;9;14
8847;1;1;9;3
8848;0;0;11;15
8849;1;1;11;11
8850;0;0;7;1
8851;1;0;12;12
8852;0;1;12;3
8853;1;0;9;5
8854;0;0;12;5
8855;0;0;8;2
8856;0;0;12;2
8857;0;1;11;12
8858;0;0;12;5
8859;0;0;12;15
8860;0;1;9;4
8861;0;1;15;15
8862;1;0;13;8
8863;1;1;8;18
8864;0;0;15;13
8865;0;1;10;6
8866;0;0;14;3
8867;0;0;15;11
8868;1;1;7;13
8869;1;1;7;11
8870;1;0;12;6
8871;0;0;13;12
8872;0;0;15;2
8873;0;0;9;10
8874;0;0;12;11
8875;0;0;15;18
8876;0;0;8;14
8877;0;0;14;11
8878;1;1;12;1
8879;0;1;8;5
8880;0;0;11;9
8881;1;1;10;11
8882;0;1;13;18
8883;0;1;12;11
8884;0;0;10;15
8885;0;1;15;12
8886;0;0;12;10
8887;0;0;10;6
8888;1;1;8;10
8889;0;0;7;13
8890;1;1;11;2
8891;0;0;11;13
8892;1;0;8;15
8893;0;0;10;12
8894;0;0;14;6
8895;0;0;11;12
8896;0;0;8;8
8897;0;1;11;18
8898;1;0;7;10
8899;1;1;8;12
8900;0;0;8;15
8901;0;1;13;11
8902;0;0;14;9
8903;0;0;10;13
8904;0;0;9;7
8905;0;0;10;11
8906;1;1;10;3
8907;0;0;12;5
8908;0;0;14;18
8909;0;0;10;14
8910;0;0;14;1
8911;0;0;8;13
8912;0;1;9;16
8913;0;1;7;11
8914;0;0;15;15
8915;0;0;10;12
8916;1;0;10;18
8917;0;1;15;16
8918;0;0;12;19
8919;0;1;13;3
8920;0;0;15;12
8921;1;1;12;9
8922;0;1;8;18
8923;0;0;12;7
8924;0;0;10;5
8925;0;0;12;13
8926;1;1;10;19
8927;0;1;7;9
8928;0;0;8;6
8929;0;1;14;20
8930;1;1;14;0
8931;1;1;9;7
8932;0;1;8;17
8933;0;0;8;8
8934;0;0;12;14
8935;1;1;13;4
8936;1;0;12;16
8937;1;0;13;6
8938;1;0;8;9
8939;1;1;11;20
8940;0;0;7;15
8941;1;1;11;3
8942;0;0;7;13
8943;1;1;8;13
8944;0;1;13;13
8945;0;0;10;17
8946;1;1;9;14
8947;1;1;9;3
